	chr	end	ensemblgene	start	strand
ENSMUSG00000094185	13	12393518	ENSMUSG00000094185	12393039	1
ENSMUSG00000094191	1	66988099	ENSMUSG00000094191	66987722	-1
ENSMUSG00000094242	14	15228331	ENSMUSG00000094242	15227488	-1
ENSMUSG00000094248	13	21995114	ENSMUSG00000094248	21994635	1
ENSMUSG00000094257	8	95132417	ENSMUSG00000094257	95131839	1
ENSMUSG00000094320	4	148152949	ENSMUSG00000094320	148152488	-1
ENSMUSG00000094344	4	32965232	ENSMUSG00000094344	32964888	1
ENSMUSG00000094392	3	86579475	ENSMUSG00000094392	86579340	-1
ENSMUSG00000094417	4	145501853	ENSMUSG00000094417	145501289	1
ENSMUSG00000094421	8	20615921	ENSMUSG00000094421	20610709	1
ENSMUSG00000094437	9	44375896	ENSMUSG00000094437	44375540	1
ENSMUSG00000094446	13	55234072	ENSMUSG00000094446	55233590	1
ENSMUSG00000094483	11	6425917	ENSMUSG00000094483	6417599	-1
ENSMUSG00000094497	1	43228798	ENSMUSG00000094497	43228316	1
ENSMUSG00000094526	14	69717736	ENSMUSG00000094526	69628303	1
ENSMUSG00000094530	8	129980075	ENSMUSG00000094530	129979479	1
ENSMUSG00000094557	6	47792566	ENSMUSG00000094557	47792234	-1
ENSMUSG00000094568	8	42111706	ENSMUSG00000094568	42110630	-1
ENSMUSG00000094574	X	13045819	ENSMUSG00000094574	13045682	1
ENSMUSG00000094594	8	80407435	ENSMUSG00000094594	80406913	-1
ENSMUSG00000094622	10	81606995	ENSMUSG00000094622	81578655	-1
ENSMUSG00000094627	9	22232673	ENSMUSG00000094627	22232401	-1
ENSMUSG00000094638	1	86090510	ENSMUSG00000094638	86061359	1
ENSMUSG00000094664	5	123393876	ENSMUSG00000094664	123393544	-1
ENSMUSG00000094683	10	82422517	ENSMUSG00000094683	82421260	1
ENSMUSG00000094685	7	104599496	ENSMUSG00000094685	104599122	-1
ENSMUSG00000094708	5	106011568	ENSMUSG00000094708	106010567	-1
ENSMUSG00000094737	14	16434806	ENSMUSG00000094737	16433963	-1
ENSMUSG00000094772	13	4665024	ENSMUSG00000094772	4659333	1
ENSMUSG00000094777	13	22017677	ENSMUSG00000094777	22017196	-1
ENSMUSG00000094786	2	177201556	ENSMUSG00000094786	177190008	1
ENSMUSG00000094870	13	120252425	ENSMUSG00000094870	120226723	-1
ENSMUSG00000094932	2	175543212	ENSMUSG00000094932	175533330	1
ENSMUSG00000094942	13	62530991	ENSMUSG00000094942	62516142	-1
ENSMUSG00000094955	10	43332497	ENSMUSG00000094955	43332423	-1
ENSMUSG00000094973	6	136306981	ENSMUSG00000094973	136304537	1
ENSMUSG00000094974	14	53140687	ENSMUSG00000094974	53140250	1
ENSMUSG00000094989	13	72603459	ENSMUSG00000094989	72602881	-1
ENSMUSG00000095003	4	27700777	ENSMUSG00000095003	27700671	1
ENSMUSG00000095042	4	57371954	ENSMUSG00000095042	57370953	-1
ENSMUSG00000095115	7	118091198	ENSMUSG00000095115	118084334	-1
ENSMUSG00000095123	10	4346424	ENSMUSG00000095123	4341587	1
ENSMUSG00000095137	X	124455794	ENSMUSG00000095137	124455396	-1
ENSMUSG00000095159	5	7230700	ENSMUSG00000095159	7229365	1
ENSMUSG00000095199	2	176225578	ENSMUSG00000095199	176212793	1
ENSMUSG00000095288	6	148802636	ENSMUSG00000095288	148802466	-1
ENSMUSG00000095304	14	25903524	ENSMUSG00000095304	25887930	-1
ENSMUSG00000095315	2	150204991	ENSMUSG00000095315	150153351	1
ENSMUSG00000095362	2	177482129	ENSMUSG00000095362	177473584	-1
ENSMUSG00000095403	8	21122787	ENSMUSG00000095403	21107613	1
ENSMUSG00000095427	14	76474985	ENSMUSG00000095427	76474131	-1
ENSMUSG00000095432	13	67701949	ENSMUSG00000095432	67686760	-1
ENSMUSG00000095463	14	69604719	ENSMUSG00000095463	69574623	1
ENSMUSG00000095478	10	28906684	ENSMUSG00000095478	28906124	1
ENSMUSG00000095512	14	19258798	ENSMUSG00000095512	19257952	1
ENSMUSG00000095524	5	88887588	ENSMUSG00000095524	88887106	-1
ENSMUSG00000095526	6	48500784	ENSMUSG00000095526	48500452	1
ENSMUSG00000095567	4	156332073	ENSMUSG00000095567	156320376	1
ENSMUSG00000095588	4	34486293	ENSMUSG00000095588	34485832	1
ENSMUSG00000095595	12	55188889	ENSMUSG00000095595	55171254	1
ENSMUSG00000095597	X	151693151	ENSMUSG00000095597	151692501	-1
ENSMUSG00000095600	8	4863434	ENSMUSG00000095600	4862817	-1
ENSMUSG00000095648	2	175891618	ENSMUSG00000095648	175883384	-1
ENSMUSG00000095762	8	123568811	ENSMUSG00000095762	123568470	1
ENSMUSG00000095773	7	9100880	ENSMUSG00000095773	9076774	-1
ENSMUSG00000095847	13	67022723	ENSMUSG00000095847	67022145	1
ENSMUSG00000095930	13	120217418	ENSMUSG00000095930	120171630	-1
ENSMUSG00000095937	4	91740906	ENSMUSG00000095937	91739905	-1
ENSMUSG00000095940	13	103534099	ENSMUSG00000095940	103533617	1
ENSMUSG00000095991	14	16511328	ENSMUSG00000095991	16510482	-1
ENSMUSG00000096006	2	113751486	ENSMUSG00000096006	113750171	-1
ENSMUSG00000096054	10	5501482	ENSMUSG00000096054	4970917	-1
ENSMUSG00000096141	1	53745943	ENSMUSG00000096141	53436165	-1
ENSMUSG00000096145	7	127494789	ENSMUSG00000096145	127492235	-1
ENSMUSG00000096160	9	70760697	ENSMUSG00000096160	70759858	1
ENSMUSG00000096173	15	72785409	ENSMUSG00000096173	72785206	1
ENSMUSG00000096188	8	105122439	ENSMUSG00000096188	105074823	-1
ENSMUSG00000096199	12	4289950	ENSMUSG00000096199	4284027	1
ENSMUSG00000096210	15	78914704	ENSMUSG00000096210	78912650	1
ENSMUSG00000096221	4	155819184	ENSMUSG00000096221	155817002	-1
ENSMUSG00000096323	13	120616871	ENSMUSG00000096323	120601782	1
ENSMUSG00000096337	2	83811769	ENSMUSG00000096337	83809277	1
ENSMUSG00000096375	1	21343130	ENSMUSG00000096375	21342627	1
ENSMUSG00000096401	8	20727266	ENSMUSG00000096401	20712103	1
ENSMUSG00000096403	6	7983383	ENSMUSG00000096403	7982541	-1
ENSMUSG00000096449	13	85275633	ENSMUSG00000096449	85274669	-1
ENSMUSG00000096472	9	21202703	ENSMUSG00000096472	21199706	-1
ENSMUSG00000096474	1	179348422	ENSMUSG00000096474	179347943	-1
ENSMUSG00000096544	3	124179646	ENSMUSG00000096544	124179316	1
ENSMUSG00000096579	14	14904514	ENSMUSG00000096579	14903668	-1
ENSMUSG00000096617	5	96010574	ENSMUSG00000096617	96009573	1
ENSMUSG00000096647	9	90001860	ENSMUSG00000096647	90000990	1
ENSMUSG00000096687	10	39775234	ENSMUSG00000096687	39766009	-1
ENSMUSG00000096712	1	134446301	ENSMUSG00000096712	134445819	1
ENSMUSG00000096718	10	81766314	ENSMUSG00000096718	81737745	-1
ENSMUSG00000096726	5	91954932	ENSMUSG00000096726	91954438	-1
ENSMUSG00000096729	2	83800149	ENSMUSG00000096729	83797657	1
ENSMUSG00000096755	10	130428574	ENSMUSG00000096755	130428026	-1
ENSMUSG00000096795	10	81562520	ENSMUSG00000096795	81540659	1
ENSMUSG00000096810	5	13093401	ENSMUSG00000096810	13092400	-1
ENSMUSG00000096842	13	111730145	ENSMUSG00000096842	111730068	-1
ENSMUSG00000096856	10	81503195	ENSMUSG00000096856	81484893	1
ENSMUSG00000096914	8	59365674	ENSMUSG00000096914	58227086	-1
ENSMUSG00000096916	7	27713540	ENSMUSG00000096916	27684279	-1
ENSMUSG00000096929	1	194720212	ENSMUSG00000096929	194658683	1
ENSMUSG00000096935	3	88085092	ENSMUSG00000096935	88078863	-1
ENSMUSG00000096940	12	8821181	ENSMUSG00000096940	8814901	-1
ENSMUSG00000096942	12	110864985	ENSMUSG00000096942	110864548	1
ENSMUSG00000096956	15	32244808	ENSMUSG00000096956	32240711	-1
ENSMUSG00000096971	15	10790209	ENSMUSG00000096971	10714922	1
ENSMUSG00000096974	4	43053254	ENSMUSG00000096974	43045966	1
ENSMUSG00000096981	9	21997418	ENSMUSG00000096981	21982298	1
ENSMUSG00000096993	9	36693973	ENSMUSG00000096993	36679183	1
ENSMUSG00000097000	8	73259343	ENSMUSG00000097000	73246778	1
ENSMUSG00000097015	7	98916425	ENSMUSG00000097015	98909688	-1
ENSMUSG00000097027	13	99658268	ENSMUSG00000097027	99653137	1
ENSMUSG00000097028	1	149975714	ENSMUSG00000097028	149950624	-1
ENSMUSG00000097039	15	62249945	ENSMUSG00000097039	61909835	1
ENSMUSG00000097042	8	22973348	ENSMUSG00000097042	22970307	1
ENSMUSG00000097048	6	86559448	ENSMUSG00000097048	86503229	1
ENSMUSG00000097055	12	21471065	ENSMUSG00000097055	21467324	1
ENSMUSG00000097060	8	127317727	ENSMUSG00000097060	127293709	1
ENSMUSG00000097061	12	69246641	ENSMUSG00000097061	69243985	1
ENSMUSG00000097073	9	88481569	ENSMUSG00000097073	88477378	-1
ENSMUSG00000097098	13	81276983	ENSMUSG00000097098	81111007	1
ENSMUSG00000097101	13	64419666	ENSMUSG00000097101	64396514	1
ENSMUSG00000097113	1	136618542	ENSMUSG00000097113	136598507	1
ENSMUSG00000097115	7	12695695	ENSMUSG00000097115	12682519	-1
ENSMUSG00000097121	12	101055186	ENSMUSG00000097121	101048710	1
ENSMUSG00000097145	5	52436376	ENSMUSG00000097145	52348014	1
ENSMUSG00000097148	14	11189038	ENSMUSG00000097148	11113047	1
ENSMUSG00000097156	3	88137266	ENSMUSG00000097156	88114120	1
ENSMUSG00000097162	7	89779192	ENSMUSG00000097162	89774030	-1
ENSMUSG00000097164	10	94524438	ENSMUSG00000097164	94506887	-1
ENSMUSG00000097166	6	127189374	ENSMUSG00000097166	127126352	1
ENSMUSG00000097167	3	95133969	ENSMUSG00000097167	95124768	1
ENSMUSG00000097174	8	80035590	ENSMUSG00000097174	80021752	1
ENSMUSG00000097177	9	88740923	ENSMUSG00000097177	88722289	-1
ENSMUSG00000097180	5	24060036	ENSMUSG00000097180	24055595	1
ENSMUSG00000097183	3	145383335	ENSMUSG00000097183	145356067	1
ENSMUSG00000097187	2	84573999	ENSMUSG00000097187	84572513	-1
ENSMUSG00000097189	3	95768797	ENSMUSG00000097189	95763278	1
ENSMUSG00000097195	9	88405615	ENSMUSG00000097195	88377321	-1
ENSMUSG00000097196	1	165865825	ENSMUSG00000097196	165830529	1
ENSMUSG00000097204	3	96079732	ENSMUSG00000097204	96074780	-1
ENSMUSG00000097207	5	23012848	ENSMUSG00000097207	22755430	1
ENSMUSG00000097211	9	72317227	ENSMUSG00000097211	72269017	-1
ENSMUSG00000097216	5	57877543	ENSMUSG00000097216	57727424	-1
ENSMUSG00000097245	10	22221691	ENSMUSG00000097245	22219338	1
ENSMUSG00000097248	8	88252182	ENSMUSG00000097248	88187097	1
ENSMUSG00000097277	7	81181246	ENSMUSG00000097277	81173298	1
ENSMUSG00000097287	5	143754330	ENSMUSG00000097287	143744109	1
ENSMUSG00000097296	8	84936238	ENSMUSG00000097296	84935549	1
ENSMUSG00000097304	3	37789253	ENSMUSG00000097304	37788879	1
ENSMUSG00000097316	1	191835323	ENSMUSG00000097316	191821196	1
ENSMUSG00000097320	7	30445354	ENSMUSG00000097320	30429004	1
ENSMUSG00000097327	10	22025169	ENSMUSG00000097327	21988949	-1
ENSMUSG00000097328	11	69586675	ENSMUSG00000097328	69577076	-1
ENSMUSG00000097331	10	127038512	ENSMUSG00000097331	127031118	1
ENSMUSG00000097333	13	67674296	ENSMUSG00000097333	67663900	-1
ENSMUSG00000097343	7	120276793	ENSMUSG00000097343	120272659	-1
ENSMUSG00000097354	6	129215688	ENSMUSG00000097354	129185375	-1
ENSMUSG00000097360	13	67712129	ENSMUSG00000097360	67701154	1
ENSMUSG00000097375	13	48699976	ENSMUSG00000097375	48686381	-1
ENSMUSG00000097388	7	100411013	ENSMUSG00000097388	100410012	-1
ENSMUSG00000097391	12	109715894	ENSMUSG00000097391	109696198	1
ENSMUSG00000097392	5	104702073	ENSMUSG00000097392	104656216	1
ENSMUSG00000097412	10	86530670	ENSMUSG00000097412	86521389	1
ENSMUSG00000097415	7	75431847	ENSMUSG00000097415	75418786	-1
ENSMUSG00000097431	14	51118060	ENSMUSG00000097431	51107781	1
ENSMUSG00000097443	12	59014797	ENSMUSG00000097443	58999875	1
ENSMUSG00000097445	9	57444912	ENSMUSG00000097445	57438570	-1
ENSMUSG00000097448	1	136653880	ENSMUSG00000097448	136623949	1
ENSMUSG00000097451	12	109628150	ENSMUSG00000097451	109570242	1
ENSMUSG00000097462	6	93249960	ENSMUSG00000097462	92917310	1
ENSMUSG00000097467	9	44033257	ENSMUSG00000097467	44024220	1
ENSMUSG00000097487	11	101316159	ENSMUSG00000097487	101309638	-1
ENSMUSG00000097491	8	45475422	ENSMUSG00000097491	45470253	-1
ENSMUSG00000097493	15	60703642	ENSMUSG00000097493	60694120	1
ENSMUSG00000097495	13	52130619	ENSMUSG00000097495	52127250	1
ENSMUSG00000097503	1	169799965	ENSMUSG00000097503	169796978	1
ENSMUSG00000097530	7	72324026	ENSMUSG00000097530	72322566	1
ENSMUSG00000097565	13	67674270	ENSMUSG00000097565	67639271	-1
ENSMUSG00000097571	X	102609302	ENSMUSG00000097571	102537162	1
ENSMUSG00000097577	14	20753096	ENSMUSG00000097577	20737304	-1
ENSMUSG00000097589	14	61919822	ENSMUSG00000097589	61840288	-1
ENSMUSG00000097616	6	14044384	ENSMUSG00000097616	13871525	1
ENSMUSG00000097622	13	48416099	ENSMUSG00000097622	48197707	-1
ENSMUSG00000097649	1	55274781	ENSMUSG00000097649	55265410	1
ENSMUSG00000097657	8	4047509	ENSMUSG00000097657	4044626	1
ENSMUSG00000097697	7	67453887	ENSMUSG00000097697	67434286	-1
ENSMUSG00000097715	13	12665277	ENSMUSG00000097715	12629946	-1
ENSMUSG00000097729	12	80179618	ENSMUSG00000097729	80167320	-1
ENSMUSG00000097743	14	56938725	ENSMUSG00000097743	56933737	-1
ENSMUSG00000097754	1	150040699	ENSMUSG00000097754	150034794	-1
ENSMUSG00000097767	5	112377261	ENSMUSG00000097767	112361094	-1
ENSMUSG00000097772	5	100577394	ENSMUSG00000097772	100568701	-1
ENSMUSG00000097789	7	84232739	ENSMUSG00000097789	84178162	1
ENSMUSG00000097804	3	7755061	ENSMUSG00000097804	7677765	1
ENSMUSG00000097816	6	89304603	ENSMUSG00000097816	89281612	1
ENSMUSG00000097820	9	121589009	ENSMUSG00000097820	121583728	-1
ENSMUSG00000097842	7	16608811	ENSMUSG00000097842	16605272	-1
ENSMUSG00000097893	1	9862149	ENSMUSG00000097893	9817873	1
ENSMUSG00000097906	13	67959319	ENSMUSG00000097906	67958365	1
ENSMUSG00000097908	5	136965966	ENSMUSG00000097908	136948000	1
ENSMUSG00000097954	15	84751519	ENSMUSG00000097954	84750518	1
ENSMUSG00000097961	X	87803918	ENSMUSG00000097961	87803077	-1
ENSMUSG00000097973	12	13803666	ENSMUSG00000097973	13802675	-1
ENSMUSG00000097979	6	128180239	ENSMUSG00000097979	128179113	-1
ENSMUSG00000097987	8	122308930	ENSMUSG00000097987	122308504	1
ENSMUSG00000097993	1	135060332	ENSMUSG00000097993	135036235	-1
ENSMUSG00000097994	6	113693082	ENSMUSG00000097994	113691932	1
ENSMUSG00000098009	7	75895686	ENSMUSG00000098009	75894494	-1
ENSMUSG00000098019	7	89257904	ENSMUSG00000098019	89256914	1
ENSMUSG00000098024	2	126525725	ENSMUSG00000098024	126517836	1
ENSMUSG00000098088	14	61867863	ENSMUSG00000098088	61866933	1
ENSMUSG00000098104	1	4759626	ENSMUSG00000098104	4758157	-1
ENSMUSG00000098111	14	103608882	ENSMUSG00000098111	103607901	-1
ENSMUSG00000098113	13	98539591	ENSMUSG00000098113	98538603	-1
ENSMUSG00000098134	12	84465352	ENSMUSG00000098134	84463970	1
ENSMUSG00000098176	15	75854304	ENSMUSG00000098176	75851721	-1
ENSMUSG00000098181	8	36493287	ENSMUSG00000098181	36492907	1
ENSMUSG00000098188	10	59062256	ENSMUSG00000098188	59057775	1
ENSMUSG00000098192	14	48647075	ENSMUSG00000098192	48646075	1
ENSMUSG00000098198	3	95052217	ENSMUSG00000098198	95051682	1
ENSMUSG00000098202	12	109680989	ENSMUSG00000098202	109642711	1
ENSMUSG00000098208	3	61370282	ENSMUSG00000098208	61369280	-1
ENSMUSG00000098234	1	10014343	ENSMUSG00000098234	10012184	-1
ENSMUSG00000098240	6	91406866	ENSMUSG00000098240	91405865	1
ENSMUSG00000098243	1	137928122	ENSMUSG00000098243	137826333	1
ENSMUSG00000098318	6	134933761	ENSMUSG00000098318	134906055	1
ENSMUSG00000098332	9	72950061	ENSMUSG00000098332	72947000	1
ENSMUSG00000098362	9	53312186	ENSMUSG00000098362	53312105	-1
ENSMUSG00000098470	6	124558130	ENSMUSG00000098470	124547253	1
ENSMUSG00000098492	9	72197393	ENSMUSG00000098492	72196949	1
ENSMUSG00000098506	7	14041590	ENSMUSG00000098506	14038705	1
ENSMUSG00000098520	7	14350711	ENSMUSG00000098520	14350309	1
ENSMUSG00000098557	14	103220073	ENSMUSG00000098557	103214017	-1
ENSMUSG00000098559	X	138615230	ENSMUSG00000098559	138614430	-1
ENSMUSG00000098713	14	69396968	ENSMUSG00000098713	69396120	1
ENSMUSG00000098893	9	72200622	ENSMUSG00000098893	72199824	-1
ENSMUSG00000098905	13	67508724	ENSMUSG00000098905	67487370	-1
ENSMUSG00000098912	3	88739854	ENSMUSG00000098912	88690250	-1
ENSMUSG00000098915	9	71968831	ENSMUSG00000098915	71968219	1
ENSMUSG00000098923	1	119456713	ENSMUSG00000098923	119453890	1
ENSMUSG00000098973	9	110110477	ENSMUSG00000098973	110110355	1
ENSMUSG00000098975	14	69920735	ENSMUSG00000098975	69819613	-1
ENSMUSG00000098985	9	36725170	ENSMUSG00000098985	36724429	-1
ENSMUSG00000099034	15	75525492	ENSMUSG00000099034	75513978	1
ENSMUSG00000099342	1	85943608	ENSMUSG00000099342	85942125	-1
ENSMUSG00000099423	7	16233454	ENSMUSG00000099423	16232657	1
ENSMUSG00000099471	1	127210845	ENSMUSG00000099471	127210399	-1
ENSMUSG00000099481	7	101732972	ENSMUSG00000099481	101714718	1
ENSMUSG00000099492	1	29524996	ENSMUSG00000099492	29523685	-1
ENSMUSG00000099564	9	96407317	ENSMUSG00000099564	96368054	-1
ENSMUSG00000099583	13	23761185	ENSMUSG00000099583	23759937	1
ENSMUSG00000099632	2	163262281	ENSMUSG00000099632	163261715	1
ENSMUSG00000099634	1	98195163	ENSMUSG00000099634	98194876	1
ENSMUSG00000099639	13	70176467	ENSMUSG00000099639	70152169	-1
ENSMUSG00000099647	7	54062226	ENSMUSG00000099647	54061906	-1
ENSMUSG00000099662	6	90883435	ENSMUSG00000099662	90882801	1
ENSMUSG00000099681	11	105072259	ENSMUSG00000099681	105068552	-1
ENSMUSG00000099689	7	29616238	ENSMUSG00000099689	29607648	1
ENSMUSG00000099779	9	84858568	ENSMUSG00000099779	84855106	-1
ENSMUSG00000099843	1	105918012	ENSMUSG00000099843	105907080	-1
ENSMUSG00000099875	1	150141750	ENSMUSG00000099875	150141286	-1
ENSMUSG00000099881	8	123771341	ENSMUSG00000099881	123769205	1
ENSMUSG00000099902	11	33123365	ENSMUSG00000099902	33122919	1
ENSMUSG00000099907	12	117115271	ENSMUSG00000099907	117108150	-1
ENSMUSG00000099927	9	84306834	ENSMUSG00000099927	84306037	1
ENSMUSG00000099966	14	20694116	ENSMUSG00000099966	20691077	1
ENSMUSG00000099979	7	40841560	ENSMUSG00000099979	40840537	1
ENSMUSG00000099980	9	85664680	ENSMUSG00000099980	85663921	-1
ENSMUSG00000099997	1	24634504	ENSMUSG00000099997	24633168	-1
ENSMUSG00000100007	1	52624318	ENSMUSG00000100007	52623677	1
ENSMUSG00000100025	1	109762476	ENSMUSG00000100025	109760754	1
ENSMUSG00000100033	1	47698789	ENSMUSG00000100033	47696852	1
ENSMUSG00000100078	1	128449197	ENSMUSG00000100078	128447810	-1
ENSMUSG00000100104	X	144385297	ENSMUSG00000100104	144384833	-1
ENSMUSG00000100131	1	24651491	ENSMUSG00000100131	24650616	-1
ENSMUSG00000100153	7	119341449	ENSMUSG00000100153	119339149	1
ENSMUSG00000100164	6	86826422	ENSMUSG00000100164	86825381	-1
ENSMUSG00000100199	15	82790019	ENSMUSG00000100199	82783281	1
ENSMUSG00000100204	1	19403408	ENSMUSG00000100204	19401163	1
ENSMUSG00000100215	1	55374955	ENSMUSG00000100215	55374560	1
ENSMUSG00000100228	1	132954177	ENSMUSG00000100228	132953539	1
ENSMUSG00000100235	13	67256668	ENSMUSG00000100235	67217463	-1
ENSMUSG00000100309	1	55484183	ENSMUSG00000100309	55483233	-1
ENSMUSG00000100335	8	27374408	ENSMUSG00000100335	27304621	-1
ENSMUSG00000100397	1	79935774	ENSMUSG00000100397	79935297	1
ENSMUSG00000100484	1	97238389	ENSMUSG00000100484	97090585	1
ENSMUSG00000100514	4	111665620	ENSMUSG00000100514	111664555	-1
ENSMUSG00000100548	10	128381228	ENSMUSG00000100548	128358132	1
ENSMUSG00000100550	10	95202064	ENSMUSG00000100550	95172138	1
ENSMUSG00000100551	1	151396438	ENSMUSG00000100551	151396198	-1
ENSMUSG00000100558	10	119262769	ENSMUSG00000100558	119249349	1
ENSMUSG00000100594	1	151630769	ENSMUSG00000100594	151624700	-1
ENSMUSG00000100596	13	101114423	ENSMUSG00000100596	100983941	1
ENSMUSG00000100648	1	10939670	ENSMUSG00000100648	10938912	1
ENSMUSG00000100652	1	16124111	ENSMUSG00000100652	16123559	1
ENSMUSG00000100658	1	132277364	ENSMUSG00000100658	132269761	1
ENSMUSG00000100680	6	91418737	ENSMUSG00000100680	91417969	1
ENSMUSG00000100691	8	71230467	ENSMUSG00000100691	71229459	1
ENSMUSG00000100701	1	43927755	ENSMUSG00000100701	43927211	1
ENSMUSG00000100720	1	19224190	ENSMUSG00000100720	19223646	-1
ENSMUSG00000100755	3	37769313	ENSMUSG00000100755	37768889	1
ENSMUSG00000100774	1	65134595	ENSMUSG00000100774	65134386	1
ENSMUSG00000100779	11	116423903	ENSMUSG00000100779	116420041	-1
ENSMUSG00000100794	1	100211005	ENSMUSG00000100794	100210516	1
ENSMUSG00000100801	5	5833555	ENSMUSG00000100801	5831615	-1
ENSMUSG00000100811	1	62757232	ENSMUSG00000100811	62753882	-1
ENSMUSG00000100826	7	59625507	ENSMUSG00000100826	58957672	-1
ENSMUSG00000100862	1	24653732	ENSMUSG00000100862	24653055	-1
ENSMUSG00000100863	4	91694792	ENSMUSG00000100863	91693784	-1
ENSMUSG00000100922	9	96696387	ENSMUSG00000100922	96695520	-1
ENSMUSG00000100944	1	56490721	ENSMUSG00000100944	56490566	1
ENSMUSG00000100954	1	151220982	ENSMUSG00000100954	151215355	-1
ENSMUSG00000100975	12	104892948	ENSMUSG00000100975	104891760	-1
ENSMUSG00000101013	5	21161396	ENSMUSG00000101013	21155987	1
ENSMUSG00000101111	1	24653052	ENSMUSG00000101111	24652270	-1
ENSMUSG00000101132	15	74860309	ENSMUSG00000101132	74858440	-1
ENSMUSG00000101188	1	60744308	ENSMUSG00000101188	60743091	1
ENSMUSG00000101191	6	125461641	ENSMUSG00000101191	125458326	1
ENSMUSG00000101209	9	96787938	ENSMUSG00000101209	96787560	1
ENSMUSG00000101219	1	105502536	ENSMUSG00000101219	105502262	1
ENSMUSG00000101225	7	127112041	ENSMUSG00000101225	127109610	-1
ENSMUSG00000101236	12	116471503	ENSMUSG00000101236	116471236	-1
ENSMUSG00000101249	1	24655278	ENSMUSG00000101249	24654787	-1
ENSMUSG00000101262	1	46456092	ENSMUSG00000101262	46453662	1
ENSMUSG00000101316	11	16586066	ENSMUSG00000101316	16585109	-1
ENSMUSG00000101330	1	105692399	ENSMUSG00000101330	105692169	1
ENSMUSG00000101397	6	122225522	ENSMUSG00000101397	122152974	1
ENSMUSG00000101431	8	76439824	ENSMUSG00000101431	76438228	-1
ENSMUSG00000101452	9	98184279	ENSMUSG00000101452	98183703	1
ENSMUSG00000101482	1	135797888	ENSMUSG00000101482	135797520	1
ENSMUSG00000101496	1	72127613	ENSMUSG00000101496	72127016	1
ENSMUSG00000101502	9	97062029	ENSMUSG00000101502	97061232	1
ENSMUSG00000101523	1	156354214	ENSMUSG00000101523	156351582	1
ENSMUSG00000101567	1	44503391	ENSMUSG00000101567	44503083	-1
ENSMUSG00000101581	9	96664530	ENSMUSG00000101581	96647615	1
ENSMUSG00000101585	7	109750409	ENSMUSG00000101585	109597583	-1
ENSMUSG00000101597	9	105437960	ENSMUSG00000101597	105437321	-1
ENSMUSG00000101609	7	142850286	ENSMUSG00000101609	142757195	-1
ENSMUSG00000101655	6	86465209	ENSMUSG00000101655	86460358	-1
ENSMUSG00000101795	1	143022354	ENSMUSG00000101795	143021085	-1
ENSMUSG00000101801	10	110732411	ENSMUSG00000101801	110620446	-1
ENSMUSG00000101814	12	116561170	ENSMUSG00000101814	116560873	1
ENSMUSG00000101841	11	9100597	ENSMUSG00000101841	9099778	-1
ENSMUSG00000101856	5	25736464	ENSMUSG00000101856	25735011	1
ENSMUSG00000101859	2	117954528	ENSMUSG00000101859	117953932	-1
ENSMUSG00000101875	1	111809038	ENSMUSG00000101875	111808465	-1
ENSMUSG00000101878	6	116151084	ENSMUSG00000101878	116150698	1
ENSMUSG00000101892	15	57897721	ENSMUSG00000101892	57885655	-1
ENSMUSG00000101939	1	24652200	ENSMUSG00000101939	24651856	-1
ENSMUSG00000101969	10	16971555	ENSMUSG00000101969	16782175	-1
ENSMUSG00000101970	7	73208143	ENSMUSG00000101970	73189549	-1
ENSMUSG00000102014	1	127701829	ENSMUSG00000102014	127681353	-1
ENSMUSG00000102051	15	75006977	ENSMUSG00000102051	75003226	-1
ENSMUSG00000102059	1	58694990	ENSMUSG00000102059	58691800	1
ENSMUSG00000102070	1	24654646	ENSMUSG00000102070	24653966	-1
ENSMUSG00000102117	1	163452247	ENSMUSG00000102117	163451362	1
ENSMUSG00000102135	1	6993812	ENSMUSG00000102135	6986783	1
ENSMUSG00000102162	1	192571350	ENSMUSG00000102162	192570879	1
ENSMUSG00000102191	3	79794113	ENSMUSG00000102191	79766600	-1
ENSMUSG00000102193	1	170459070	ENSMUSG00000102193	170458490	1
ENSMUSG00000102224	9	108015766	ENSMUSG00000102224	108010917	1
ENSMUSG00000102252	7	59789967	ENSMUSG00000102252	59632243	-1
ENSMUSG00000102254	1	161650637	ENSMUSG00000102254	161649434	1
ENSMUSG00000102336	1	34472345	ENSMUSG00000102336	34466083	-1
ENSMUSG00000102373	6	52234440	ENSMUSG00000102373	52233198	-1
ENSMUSG00000102411	9	72638170	ENSMUSG00000102411	72635422	1
ENSMUSG00000102416	1	36797034	ENSMUSG00000102416	36749230	1
ENSMUSG00000102418	1	170114338	ENSMUSG00000102418	170104889	1
ENSMUSG00000102544	3	51293745	ENSMUSG00000102544	51285445	1
ENSMUSG00000102550	3	59340769	ENSMUSG00000102550	59338958	1
ENSMUSG00000102573	9	72602332	ENSMUSG00000102573	72598831	1
ENSMUSG00000102644	5	92119925	ENSMUSG00000102644	92110248	1
ENSMUSG00000102657	12	109644019	ENSMUSG00000102657	109635303	1
ENSMUSG00000102740	1	141285015	ENSMUSG00000102740	141284527	1
ENSMUSG00000102758	3	25198425	ENSMUSG00000102758	23852266	-1
ENSMUSG00000102824	1	189010020	ENSMUSG00000102824	189009640	-1
ENSMUSG00000102869	2	156234899	ENSMUSG00000102869	156229985	-1
ENSMUSG00000102914	3	65876572	ENSMUSG00000102914	65876323	-1
